Hour,T1,T2,T3,O2,CO2,H2O,Action,Reward
26.0,60.688225,60.688225,60.688225,19.768099,0.079499654,0.5812975,0,6.748554047211296
26.166666666666668,61.11131,61.11131,61.11131,19.370934,0.08347132,0.58097106,0,6.94507206935082
26.333333333333332,61.349117,61.349117,61.349117,20.978313,0.06991802,0.580311,1,2.26805251521497
26.5,61.718273,61.718273,61.718273,21.0,0.05905278,0.5796477,1,0.3714756703556418
26.666666666666668,62.05851,62.05851,62.05851,21.0,0.05032244,0.57897884,1,0.5812092912330673
26.833333333333332,62.368767,62.368767,62.368767,21.0,0.043299723,0.578305,1,0.7892427974373559
27.0,62.650463,62.650463,62.650463,21.0,0.04,0.5776267,1,0.9935599641199644
27.166666666666668,62.905193,62.905193,62.905193,21.0,0.04,0.57694453,1,1.1945832378454417
27.333333333333332,63.13469,63.13469,63.13469,21.0,0.04,0.57625896,1,1.3956115736506938
27.5,63.34075,63.34075,63.34075,21.0,0.04,0.5755705,1,1.096644253897775
27.666666666666668,63.525196,63.525196,63.525196,21.0,0.04,0.5748796,1,0.7976806144798063
27.833333333333332,63.689823,63.689823,63.689823,21.0,0.04,0.5741866,1,0.4987200449799447
28.0,63.836388,63.836388,63.836388,21.0,0.04,0.573492,1,0.19976198771628217
28.166666666666668,63.966557,63.966557,63.966557,21.0,0.04,0.57279605,1,-0.0991940640751281
28.333333333333332,64.08191,64.08191,64.08191,21.0,0.04,0.57209903,1,-0.39814856868777904
28.5,64.18392,64.18392,64.18392,21.0,0.04,0.5714013,1,-0.697101938820432
28.666666666666668,64.39063,64.39063,64.39063,20.65828,0.043417215,0.57105213,0,6.708611768487548
28.833333333333332,64.54432,64.54432,64.54432,20.321024,0.04678977,0.57070154,0,6.592042238549679
29.0,64.651535,64.651535,64.651535,19.987162,0.050128374,0.5703498,0,10.394346865483636
29.166666666666668,64.718056,64.718056,64.718056,19.655706,0.053442936,0.56999755,0,10.591560750751853
29.333333333333332,64.63225,64.63225,64.63225,21.0,0.045393944,0.5692924,1,5.800667401875247
29.5,64.784805,64.784805,64.784805,20.66811,0.048712853,0.5689413,0,7.657329299613109
29.666666666666668,64.89121,64.89121,64.89121,20.339684,0.051997114,0.56858915,0,7.496704422354485
29.833333333333332,64.95739,64.95739,64.95739,20.013708,0.05525687,0.5682364,0,9.32385173280973
30.0,64.98849,64.98849,64.98849,19.68927,0.058501244,0.56788343,0,11.5896735855889
30.166666666666668,64.988884,64.988884,64.988884,19.365559,0.061738357,0.5675305,0,11.786965862851387
30.333333333333332,64.84563,64.84563,64.84563,21.0,0.051980298,0.56682533,1,6.997781690496366
30.5,64.97021,64.97021,64.97021,20.672972,0.05525059,0.5664747,0,8.830181761213957
30.666666666666668,65.05241,65.05241,65.05241,20.348833,0.05849197,0.56612325,0,8.648158944871309
30.833333333333332,65.09773,65.09773,65.09773,20.026623,0.06171408,0.56577146,0,10.456519465553008
31.0,65.110916,65.110916,65.110916,19.70548,0.06492549,0.5654196,0,12.786945077829946
31.166666666666668,65.095985,65.095985,65.095985,19.384651,0.06813379,0.565068,0,12.984264237535697
31.333333333333332,65.05628,65.05628,65.05628,19.063469,0.07134561,0.5647168,0,13.18157915894379
31.5,64.87796,64.87796,64.87796,20.741348,0.05965345,0.56401587,1,9.687578544599425
31.666666666666668,64.97454,64.97454,64.97454,20.415066,0.06291627,0.5636676,0,11.516249514310857
31.833333333333332,65.03235,65.03235,65.03235,20.09103,0.06615664,0.56331885,0,11.333717540754927
32.0,65.056335,65.056335,65.056335,19.768347,0.06938347,0.5629699,0,13.986161652105725
32.166666666666664,65.05076,65.05076,65.05076,19.446228,0.072604656,0.5626211,0,14.183463672496293
32.333333333333336,65.01918,65.01918,65.01918,19.12398,0.07582715,0.5622727,0,14.380763803482674
32.5,64.84791,64.84791,64.84791,20.800987,0.063245654,0.5615771,1,10.589455085289298
32.666666666666664,64.95064,64.95064,64.95064,20.47401,0.066515416,0.56123143,0,12.421584722964342
32.833333333333336,65.01381,65.01381,65.01381,20.149416,0.069761366,0.5608852,0,12.241832270367249
33.0,65.042496,65.042496,65.042496,19.826298,0.07299255,0.56053877,0,15.186199289571634
33.166666666666664,65.04103,65.04103,65.04103,19.503853,0.07621699,0.5601924,0,15.383494367625246
33.333333333333336,65.01308,65.01308,65.01308,19.181376,0.07944177,0.5598464,0,15.580788583906747
33.5,64.96169,64.96169,64.96169,18.85824,0.082673125,0.559501,0,15.778075374599476
33.666666666666664,64.77274,64.77274,64.77274,20.533903,0.06873319,0.5588117,1,13.323534474262196
33.833333333333336,64.85962,64.85962,64.85962,20.2052,0.07202022,0.55846936,0,15.164272317080638
34.0,64.908806,64.908806,64.908806,19.878494,0.075287275,0.55812657,0,16.38752290339872
34.166666666666664,64.92503,64.92503,64.92503,19.552927,0.078542955,0.55778366,0,16.584781547178082
34.333333333333336,64.91232,64.91232,64.91232,19.227736,0.081794865,0.557441,0,16.782043676171554
34.5,64.87408,64.87408,64.87408,18.90225,0.085049726,0.55709875,0,16.97930219804131
34.666666666666664,64.81312,64.81312,64.81312,18.575878,0.088313445,0.5567571,0,17.176550876074753
34.833333333333336,64.61513,64.61513,64.61513,20.2481,0.07327297,0.55607563,1,16.152107494075842
35.0,64.69391,64.69391,64.69391,19.915825,0.07659573,0.5557372,0,19.589798453617703
35.166666666666664,64.73573,64.73573,64.73573,19.585327,0.079900704,0.55539846,0,17.7870016159067
35.333333333333336,64.7451,64.7451,64.7451,19.255781,0.08319618,0.5550597,0,17.984214333964683
35.5,64.72585,64.72585,64.72585,18.926447,0.08648951,0.5547211,0,18.181428822619953
35.666666666666664,64.68123,64.68123,64.68123,18.596676,0.08978723,0.55438304,0,18.378638197338798
35.833333333333336,64.49725,64.49725,64.49725,20.26589,0.07447606,0.5537083,1,17.26551149435769
36.0,64.588554,64.588554,64.588554,19.930983,0.07782514,0.55337316,0,20.792115116990956
36.166666666666664,64.64124,64.64124,64.64124,19.59811,0.081153855,0.5530375,0,18.98928981604682
36.333333333333336,64.66002,64.66002,64.66002,19.266422,0.08447074,0.55270183,0,19.186476547779076
36.5,64.64887,64.64887,64.64887,18.935158,0.08778338,0.55236626,0,19.383667274220297
36.666666666666664,64.611206,64.611206,64.611206,18.603642,0.09109855,0.55203104,0,19.580854864799566
36.833333333333336,64.549866,64.549866,64.549866,18.271278,0.094422184,0.55169654,0,19.778033021195416
37.0,64.35055,64.35055,64.35055,19.93754,0.07820765,0.55102915,1,21.995248649387648
37.166666666666664,64.428024,64.428024,64.428024,19.599411,0.081588954,0.55069774,0,22.192364420838956
37.333333333333336,64.468285,64.468285,64.468285,19.262976,0.0849533,0.55036604,0,20.389497653192976
37.5,64.4757,64.4757,64.4757,18.927427,0.08830878,0.5500343,0,20.58663979484614
37.666666666666664,64.453995,64.453995,64.453995,18.592043,0.09166262,0.54970276,0,20.78378319672236
37.833333333333336,64.40635,64.40635,64.40635,18.25618,0.095021255,0.5493718,0,20.98092106269587
38.0,64.21873,64.21873,64.21873,19.919268,0.0787123,0.54871124,1,23.198220885602428
38.166666666666664,64.30666,64.30666,64.30666,19.57829,0.08212207,0.5483831,0,23.39530324825276
38.333333333333336,64.35601,64.35601,64.35601,19.239206,0.08551291,0.5480546,0,21.59240519119897
38.5,64.371254,64.371254,64.371254,18.901196,0.088893026,0.547726,0,21.789518008122904
38.666666666666664,64.35625,64.35625,64.35625,18.563517,0.092269816,0.54739755,0,21.986633875163065
38.833333333333336,64.314285,64.314285,64.314285,18.22551,0.095649876,0.54706955,0,22.183745816877018
39.0,64.13144,64.13144,64.13144,19.886591,0.07923125,0.54641485,1,24.4011464762048
39.166666666666664,64.22357,64.22357,64.22357,19.543755,0.08265962,0.54608965,0,24.59820591970865
39.333333333333336,64.27654,64.27654,64.27654,19.20288,0.086068355,0.54576397,0,22.795285681096715
39.5,64.29486,64.29486,64.29486,18.863146,0.0894657,0.5454382,0,22.9923770326588
39.666666666666664,64.28243,64.28243,64.28243,18.523808,0.0928591,0.54511255,0,23.18947210952073
39.833333333333336,64.24256,64.24256,64.24256,18.1842,0.09625517,0.5447873,0,23.386563884823815
40.0,64.17804,64.17804,64.17804,17.843733,0.09965984,0.5444627,0,21.33945328683664
40.166666666666664,63.974533,63.974533,63.974533,19.501886,0.082462646,0.5438152,1,25.80181458784991
40.333333333333336,64.047935,64.047935,64.047935,19.155762,0.08592389,0.5434937,0,25.998835548492515
40.5,64.084015,64.084015,64.084015,18.811167,0.08936984,0.54317194,0,24.1958722616712
40.666666666666664,64.0869,64.0869,64.0869,18.467329,0.092808224,0.54285014,0,24.39291654140972
40.833333333333336,64.06015,64.06015,64.06015,18.123552,0.09624599,0.5425287,0,24.58996101139764
41.0,64.0068,64.0068,64.0068,17.779213,0.09968939,0.5422077,0,22.299527074130776
41.166666666666664,63.812717,63.812717,63.812717,19.433758,0.08251514,0.5415672,1,27.005134023766555
41.333333333333336,63.89457,63.89457,63.89457,19.084316,0.08600956,0.54124916,0,27.002116668888387
41.5,63.93795,63.93795,63.93795,18.736542,0.0894873,0.54093075,0,24.999116561022323
41.666666666666664,63.94706,63.94706,63.94706,18.389662,0.09295611,0.5406123,0,24.99612546126839
41.833333333333336,63.92553,63.92553,63.92553,18.042967,0.096423045,0.54029405,0,24.99313590718484
42.0,63.87646,63.87646,63.87646,17.69583,0.09989442,0.53997624,0,22.064948382754626
42.166666666666664,63.685806,63.685806,63.685806,19.347685,0.08270069,0.5393421,1,27.008286180771368
42.333333333333336,63.770653,63.770653,63.770653,18.995695,0.0862206,0.53902715,0,27.005238683828352
42.5,63.816547,63.816547,63.816547,18.645403,0.08972352,0.5387118,0,25.0022087686766
42.666666666666664,63.82768,63.82768,63.82768,18.296038,0.093217164,0.5383964,0,24.999188248544435
42.833333333333336,63.807682,63.807682,63.807682,17.9469,0.09670855,0.53808117,0,22.967973556911147
43.0,63.759663,63.759663,63.759663,17.597355,0.10020399,0.5377664,0,21.37192302478132
43.166666666666664,63.569588,63.569588,63.569588,19.246843,0.082967296,0.5371383,1,27.011325296174753
43.333333333333336,63.65483,63.65483,63.65483,18.892561,0.08651012,0.5368263,0,27.00825040263847
43.5,63.70094,63.70094,63.70094,18.539955,0.090036176,0.536514,0,25.005192880051396
43.666666666666664,63.712063,63.712063,63.712063,18.188265,0.093553066,0.53620154,0,25.002144643416877
43.833333333333336,63.691788,63.691788,63.691788,17.836798,0.09706774,0.53588927,0,22.73275024882854
44.0,63.643204,63.643204,63.643204,17.484926,0.10058646,0.5355775,0,20.34304242035427
44.166666666666664,63.45226,63.45226,63.45226,19.132092,0.08329185,0.5349553,1,27.014275200413234
44.333333333333336,63.536575,63.536575,63.536575,18.775536,0.0868574,0.53464633,0,27.011173137563016
44.5,63.58172,63.58172,63.58172,18.42061,0.090406656,0.5343369,0,25.008087952017945
44.666666666666664,63.59176,63.59176,63.59176,18.066565,0.09394711,0.53402746,0,25.00501168985091
44.833333333333336,63.57024,63.57024,63.57024,17.712717,0.097485594,0.5337182,0,22.176621201433733
45.0,63.520206,63.520206,63.520206,17.358448,0.10102829,0.5334094,0,18.882957774190665
